,event_type,time_stamp
19585,a13,247317
19586,a13,247337
19587,a13,247371
19588,a13,247408
19589,a5,247483
19590,a5,247497
19591,a5,247571
19592,a5,247572
19593,a6,247572
19594,a5,247614
19595,a5,247635
19596,a5,247662
19597,a5,247719
19598,a5,247834
19599,a7,247886
19600,a11,247886
19601,a5,247946
19602,a7,247962
19603,a14,247962
19604,a11,247963
19605,a7,247974
19606,a7,247974
19607,a6,247974
19608,a11,247975
19609,a11,247975
19610,a5,248094
19611,a5,248094
19612,a5,248157
19613,a1,248159
19614,a5,248220
19615,a5,248264
19616,a7,248296
19617,a11,248296
19618,a7,248302
19619,a6,248302
19620,a11,248303
19621,a11,248303
19622,a5,248303
19623,a7,248308
19624,a6,248308
19625,a6,248308
19626,a11,248309
19627,a2,248316
19628,a14,248316
19629,a11,248316
19630,a5,248330
19631,a5,248383
19632,a2,248417
19633,a6,248418
19634,a11,248418
19635,a5,248442
19636,a5,248449
19637,a7,248476
19638,a6,248476
19639,a11,248477
19640,a11,248477
19641,a5,248493
19642,a5,248547
19643,a13,248562
19644,a5,248575
19645,a5,248653
19646,a13,248660
19647,a5,248738
19648,a7,248769
19649,a6,248769
19650,a11,248769
19651,a17,248800
19652,a5,248837
19653,a5,248888
19654,a5,248906
19655,a5,248951
19656,a5,249002
19657,a5,249029
19658,a7,249072
19659,a7,249072
19660,a7,249072
19661,a6,249072
19662,a14,249072
19663,a11,249072
19664,a11,249072
19665,a11,249072
19666,a7,249075
19667,a6,249075
19668,a6,249075
19669,a11,249076
19670,a11,249076
19671,a7,249076
19672,a11,249077
19673,a5,249077
19674,a7,249079
19675,a6,249079
19676,a11,249079
19677,a5,249126
19678,a2,249133
19679,a6,249133
19680,a11,249134
19681,a5,249156
19682,a0,249156
19683,a11,249156
19684,a5,249184
19685,a5,249208
19686,a7,249417
19687,a7,249417
19688,a11,249417
19689,a11,249417
19690,a13,249429
19691,a5,249478
19692,a13,249486
19693,a7,249577
19694,a6,249577
19695,a11,249577
19696,a11,249577
19697,a13,249598
19698,a5,249613
19699,a7,249653
19700,a11,249654
19701,a7,249665
19702,a6,249665
19703,a11,249666
19704,a11,249666
19705,a7,249688
19706,a8,249688
19707,a7,249688
19708,a7,249688
19709,a6,249688
19710,a6,249688
19711,a6,249689
19712,a11,249689
19713,a11,249689
19714,a7,249694
19715,a6,249695
19716,a11,249695
19717,a7,249696
19718,a6,249696
19719,a6,249697
19720,a11,249697
19721,a11,249697
19722,a13,249702
19723,a7,249717
19724,a6,249718
19725,a11,249718
19726,a11,249718
19727,a7,249724
19728,a11,249724
19729,a13,249735
19730,a5,249751
19731,a8,249765
19732,a7,249765
19733,a7,249766
19734,a7,249766
19735,a6,249766
19736,a6,249766
19737,a11,249766
19738,a11,249766
19739,a13,249953
19740,a7,249986
19741,a6,249986
19742,a11,249987
19743,a13,249987
19744,a13,249988
19745,a13,249998
19746,a13,250052
19747,a13,250052
19748,a13,250085
19749,a13,250119
19750,a5,250222
19751,a13,250325
19752,a5,250354
19753,a7,250389
19754,a6,250389
19755,a11,250389
19756,a7,250437
19757,a6,250438
19758,a11,250438
19759,a7,250442
19760,a5,250445
19761,a7,250449
19762,a6,250449
19763,a6,250449
19764,a11,250449
19765,a7,250453
19766,a11,250453
19767,a7,250468
19768,a7,250469
19769,a7,250469
19770,a6,250469
19771,a14,250469
19772,a11,250469
19773,a11,250469
19774,a11,250469
19775,a11,250469
19776,a7,250471
19777,a6,250471
19778,a5,250471
19779,a11,250471
19780,a7,250474
19781,a7,250474
19782,a11,250474
19783,a11,250474
19784,a7,250475
19785,a6,250475
19786,a6,250475
19787,a11,250475
19788,a11,250475
19789,a5,250476
19790,a5,250479
19791,a5,250496
19792,a5,250516
19793,a7,250586
19794,a11,250586
19795,a7,250859
19796,a7,250859
19797,a11,250860
19798,a11,250860
19799,a13,251012
19800,a7,251064
19801,a11,251065
19802,a5,251100
19803,a7,251106
19804,a6,251106
19805,a11,251106
19806,a17,251119
19807,a6,251130
19808,a11,251131
19809,a11,251131
19810,a6,251139
19811,a6,251139
19812,a11,251140
19813,a13,251141
19814,a2,251142
19815,a2,251144
19816,a7,251152
19817,a11,251152
19818,a7,251186
19819,a11,251187
19820,a13,251206
19821,a13,251235
19822,a13,251244
19823,a7,251288
19824,a6,251288
19825,a11,251289
19826,a13,251297
19827,a13,251319
19828,a13,251342
19829,a13,251357
19830,a13,251402
19831,a7,251486
19832,a6,251486
19833,a11,251487
19834,a7,251492
19835,a8,251492
19836,a14,251493
19837,a11,251493
19838,a13,251500
19839,a5,251518
19840,a6,251524
19841,a7,251533
19842,a6,251533
19843,a11,251534
19844,a13,251565
19845,a6,251588
19846,a7,251588
19847,a6,251588
19848,a11,251589
19849,a11,251589
19850,a13,251592
19851,a13,251596
19852,a5,251628
19853,a5,251679
19854,a13,251698
19855,a5,251754
19856,a7,251802
19857,a11,251803
19858,a7,251820
19859,a11,251821
19860,a7,251821
19861,a7,251821
19862,a6,251821
19863,a11,251822
19864,a11,251822
19865,a7,251822
19866,a6,251823
19867,a5,251823
19868,a11,251823
19869,a5,251860
19870,a5,251904
19871,a5,251932
19872,a4,251947
19873,a11,251947
19874,a11,251948
19875,a6,251948
19876,a14,251948
19877,a5,251998
19878,a7,252121
19879,a11,252122
19880,a11,252122
19881,a5,252125
19882,a5,252152
19883,a5,252169
19884,a5,252239
19885,a5,252261
19886,a7,252302
19887,a7,252302
19888,a11,252302
19889,a5,252324
19890,a5,252334
19891,a7,252386
19892,a7,252386
19893,a6,252386
19894,a11,252387
19895,a11,252387
19896,a11,252387
19897,a5,252464
19898,a5,252489
19899,a13,252529
19900,a7,252534
19901,a6,252535
19902,a11,252535
19903,a7,252536
19904,a7,252579
19905,a11,252580
19906,a7,252586
19907,a11,252587
19908,a13,252608
19909,a13,252743
19910,a13,252767
19911,a13,252783
19912,a7,252838
19913,a11,252838
19914,a7,252845
19915,a11,252845
19916,a13,252870
19917,a13,252872
19918,a13,252943
19919,a7,252955
19920,a6,252955
19921,a11,252955
19922,a13,252966
19923,a13,252977
19924,a13,252986
19925,a13,252992
19926,a13,252999
19927,a13,253012
19928,a13,253019
19929,a13,253032
19930,a13,253053
19931,a13,253068
19932,a13,253095
19933,a13,253099
19934,a7,253200
19935,a6,253200
19936,a11,253201
19937,a7,253227
19938,a6,253227
19939,a11,253227
19940,a11,253227
19941,a7,253257
19942,a11,253258
19943,a7,253259
19944,a7,253259
19945,a6,253259
19946,a11,253260
19947,a11,253260
19948,a11,253260
19949,a7,253263
19950,a6,253264
19951,a11,253264
19952,a6,253264
19953,a5,253354
19954,a5,253354
19955,a6,253355
19956,a11,253355
19957,a5,253455
19958,a5,253515
19959,a7,253586
19960,a6,253586
19961,a11,253587
19962,a5,253601
19963,a5,253635
19964,a7,253744
19965,a7,253744
19966,a11,253745
19967,a11,253745
19968,a5,253750
19969,a0,253774
19970,a11,253775
19971,a15,253776
19972,a5,253792
19973,a0,253807
19974,a11,253807
19975,a8,253845
19976,a7,253845
19977,a11,253845
19978,a6,253845
19979,a7,253848
19980,a6,253849
19981,a11,253849
19982,a11,253849
19983,a7,253864
19984,a6,253864
19985,a11,253865
19986,a11,253865
19987,a13,253897
19988,a13,253952
19989,a5,253958
19990,a5,253995
19991,a7,254007
19992,a11,254007
19993,a7,254045
19994,a14,254045
19995,a11,254045
19996,a11,254045
19997,a11,254045
19998,a11,254045
19999,a7,254074
20000,a6,254074
20001,a11,254074
20002,a7,254147
20003,a6,254147
20004,a11,254148
20005,a11,254148
20006,a2,254162
20007,a2,254164
20008,a6,254164
20009,a11,254165
20010,a13,254181
20011,a7,254233
20012,a6,254234
20013,a11,254234
20014,a13,254253
20015,a7,254287
20016,a6,254287
20017,a11,254288
20018,a7,254291
20019,a14,254291
20020,a11,254291
20021,a11,254291
20022,a11,254291
20023,a5,254350
20024,a3,254351
20025,a7,254362
20026,a11,254363
20027,a3,254367
20028,a3,254376
20029,a3,254384
20030,a3,254393
20031,a3,254402
20032,a3,254411
20033,a3,254420
20034,a3,254427
20035,a13,254469
20036,a13,254531
20037,a13,254603
20038,a13,254607
20039,a13,254616
20040,a13,254647
20041,a13,254651
20042,a13,254652
20043,a5,254665
20044,a5,254683
20045,a11,254691
20046,a7,254701
20047,a6,254701
20048,a11,254702
20049,a7,254703
20050,a6,254704
20051,a7,254706
20052,a14,254706
20053,a14,254706
20054,a7,254707
20055,a6,254707
20056,a11,254707
20057,a11,254707
20058,a11,254707
20059,a7,254711
20060,a7,254711
20061,a6,254712
20062,a11,254712
20063,a11,254712
20064,a11,254712
20065,a5,254767
20066,a5,254801
20067,a6,254818
20068,a11,254818
20069,a0,254822
20070,a0,254872
20071,a0,254936
20072,a5,254973
20073,a0,254977
20074,a0,255022
20075,a11,255028
20076,a5,255040
20077,a5,255094
20078,a0,255105
20079,a11,255110
20080,a11,255163
20081,a0,255179
20082,a0,255185
20083,a7,255187
20084,a7,255187
20085,a11,255187
20086,a11,255187
20087,a0,255193
20088,a0,255218
20089,a0,255228
20090,a0,255244
20091,a0,255256
20092,a11,255266
20093,a14,255267
20094,a11,255270
20095,a15,255275
20096,a0,255276
20097,a0,255317
20098,a11,255319
20099,a15,255320
20100,a0,255342
20101,a13,255349
20102,a11,255353
20103,a15,255361
20104,a0,255373
20105,a15,255374
20106,a11,255376
20107,a13,255420
20108,a0,255421
20109,a0,255424
20110,a13,255427
20111,a8,255434
20112,a7,255434
20113,a11,255435
20114,a11,255436
20115,a15,255440
20116,a7,255440
20117,a6,255440
20118,a11,255440
20119,a11,255440
20120,a11,255443
20121,a0,255446
20122,a0,255457
20123,a13,255459
20124,a8,255463
20125,a7,255463
20126,a11,255463
20127,a13,255482
20128,a11,255491
20129,a0,255493
20130,a11,255496
20131,a15,255498
20132,a0,255500
20133,a13,255507
20134,a0,255509
20135,a3,255511
20136,a15,255516
20137,a13,255518
20138,a3,255521
20139,a0,255523
20140,a13,255525
20141,a11,255527
20142,a14,255527
20143,a3,255529
20144,a0,255531
20145,a11,255532
20146,a14,255532
20147,a3,255538
20148,a15,255541
20149,a0,255544
20150,a11,255545
20151,a3,255547
20152,a3,255550
20153,a15,255552
20154,a13,255557
20155,a3,255559
20156,a11,255560
20157,a13,255565
20158,a14,255565
20159,a3,255567
20160,a15,255572
20161,a11,255573
20162,a3,255576
20163,a13,255580
20164,a3,255584
20165,a3,255593
20166,a13,255598
20167,a13,255601
20168,a11,255610
20169,a15,255618
20170,a11,255619
20171,a3,255620
20172,a3,255630
20173,a13,255634
20174,a15,255634
20175,a3,255638
20176,a13,255643
20177,a3,255648
20178,a11,255649
20179,a15,255654
20180,a3,255657
20181,a11,255658
20182,a3,255665
20183,a13,255677
20184,a13,255677
20185,a0,255678
20186,a11,255679
20187,a13,255683
20188,a15,255690
20189,a3,255692
20190,a3,255700
20191,a13,255701
20192,a11,255706
20193,a3,255709
20194,a15,255714
20195,a11,255715
20196,a3,255717
20197,a13,255721
20198,a11,255727
20199,a3,255727
20200,a15,255733
20201,a3,255736
20202,a0,255741
20203,a13,255743
20204,a3,255746
20205,a15,255749
20206,a11,255749
20207,a3,255754
20208,a3,255763
20209,a0,255764
20210,a15,255767
20211,a11,255769
20212,a13,255777
20213,a3,255778
20214,a13,255788
20215,a5,255789
20216,a0,255796
20217,a5,255796
20218,a3,255798
20219,a13,255799
20220,a7,255799
20221,a6,255800
20222,a11,255800
20223,a13,255808
20224,a11,255809
20225,a15,255811
20226,a13,255812
20227,a0,255817
20228,a15,255827
20229,a11,255828
20230,a13,255832
20231,a15,255834
20232,a11,255838
20233,a13,255839
20234,a13,255841
20235,a0,255856
20236,a14,255857
20237,a13,255859
20238,a11,255863
20239,a14,255863
20240,a13,255863
20241,a15,255884
20242,a13,255885
20243,a15,255896
20244,a11,255900
20245,a13,255904
20246,a13,255918
20247,a0,255922
20248,a11,255922
20249,a14,255925
20250,a0,255927
20251,a5,255928
20252,a0,255932
20253,a11,255933
20254,a15,255936
20255,a11,255955
20256,a11,255959
20257,a0,255963
20258,a11,255963
20259,a13,255964
20260,a15,255970
20261,a0,255985
20262,a14,255987
20263,a11,255990
20264,a14,255990
20265,a14,255993
20266,a13,255994
20267,a0,255996
20268,a0,256001
20269,a14,256004
20270,a15,256010
20271,a0,256011
20272,a11,256012
20273,a13,256017
20274,a13,256027
20275,a13,256046
20276,a13,256049
20277,a11,256053
20278,a15,256053
20279,a0,256057
20280,a15,256068
20281,a13,256070
20282,a11,256074
20283,a0,256091
20284,a11,256092
20285,a11,256097
20286,a14,256098
20287,a0,256102
20288,a15,256110
20289,a11,256113
20290,a0,256117
20291,a15,256128
20292,a0,256142
20293,a13,256146
20294,a11,256147
20295,a7,256151
20296,a11,256152
20297,a15,256153
20298,a13,256158
20299,a13,256166
20300,a15,256188
20301,a7,256191
20302,a0,256191
20303,a14,256191
20304,a14,256191
20305,a11,256192
20306,a11,256194
20307,a15,256201
20308,a0,256207
20309,a13,256211
20310,a13,256222
20311,a5,256223
20312,a0,256226
20313,a11,256228
20314,a0,256239
20315,a15,256252
20316,a5,256253
20317,a0,256254
20318,a11,256258
20319,a0,256272
20320,a11,256273
20321,a5,256283
20322,a11,256288
20323,a13,256289
20324,a0,256290
20325,a0,256297
20326,a11,256301
20327,a0,256308
20328,a0,256321
20329,a13,256322
20330,a11,256326
20331,a13,256344
20332,a11,256357
20333,a0,256358
20334,a0,256363
20335,a11,256364
20336,a0,256374
20337,a0,256409
20338,a0,256416
20339,a11,256417
20340,a13,256431
20341,a13,256436
20342,a0,256449
20343,a0,256455
20344,a0,256465
20345,a5,256469
20346,a0,256474
20347,a11,256476
20348,a0,256478
20349,a11,256489
20350,a0,256500
20351,a11,256510
20352,a13,256518
20353,a0,256534
20354,a0,256538
20355,a0,256543
20356,a11,256543
20357,a0,256569
20358,a11,256572
20359,a0,256583
20360,a0,256588
20361,a11,256590
20362,a0,256604
20363,a11,256605
20364,a0,256609
20365,a11,256610
20366,a0,256619
20367,a11,256620
20368,a14,256625
20369,a14,256629
20370,a7,256629
20371,a7,256629
20372,a11,256630
20373,a11,256630
20374,a11,256632
20375,a0,256635
20376,a11,256639
20377,a14,256639
20378,a0,256644
20379,a14,256646
20380,a0,256650
20381,a14,256652
20382,a11,256652
20383,a11,256656
20384,a0,256657
20385,a14,256657
20386,a0,256661
20387,a14,256662
20388,a14,256666
20389,a14,256673
20390,a14,256678
20391,a14,256694
20392,a0,256701
20393,a11,256707
20394,a14,256707
20395,a14,256708
20396,a14,256711
20397,a0,256714
20398,a14,256715
20399,a0,256718
20400,a14,256719
20401,a14,256722
20402,a14,256730
20403,a14,256734
20404,a14,256736
20405,a14,256741
20406,a14,256746
20407,a14,256747
20408,a14,256754
20409,a14,256755
20410,a14,256767
20411,a13,256770
20412,a0,256778
20413,a13,256786
20414,a0,256790
20415,a13,256797
20416,a0,256797
20417,a11,256799
20418,a13,256801
20419,a0,256803
20420,a13,256810
20421,a7,256816
20422,a11,256817
20423,a13,256817
20424,a13,256824
20425,a0,256829
20426,a13,256830
20427,a11,256834
20428,a13,256835
20429,a0,256836
20430,a0,256839
20431,a0,256843
20432,a13,256848
20433,a0,256851
20434,a13,256853
20435,a0,256859
20436,a11,256861
20437,a8,256861
20438,a7,256861
20439,a11,256861
20440,a13,256870
20441,a13,256884
20442,a13,256888
20443,a13,256902
20444,a13,256915
20445,a5,256928
20446,a0,256943
20447,a0,256952
20448,a13,256957
20449,a11,256958
20450,a14,256958
20451,a13,256982
20452,a13,256995
20453,a13,257000
20454,a13,257013
20455,a13,257022
20456,a13,257058
20457,a13,257075
20458,a7,257078
20459,a11,257078
20460,a13,257098
20461,a7,257113
20462,a6,257113
20463,a11,257113
20464,a13,257115
20465,a13,257122
20466,a7,257125
20467,a11,257125
20468,a7,257130
20469,a6,257130
20470,a11,257131
20471,a13,257131
20472,a7,257139
20473,a6,257139
20474,a11,257140
20475,a13,257140
20476,a13,257151
20477,a13,257158
20478,a7,257165
20479,a11,257165
20480,a7,257167
20481,a6,257168
20482,a13,257173
20483,a13,257178
20484,a13,257185
20485,a7,257185
20486,a11,257186
20487,a13,257198
20488,a13,257202
20489,a13,257211
20490,a7,257213
20491,a11,257213
20492,a13,257216
20493,a7,257226
20494,a6,257226
20495,a11,257226
20496,a11,257227
20497,a7,257227
20498,a6,257227
20499,a13,257238
20500,a13,257250
20501,a13,257254
20502,a13,257260
20503,a13,257271
20504,a5,257278
20505,a13,257283
20506,a13,257318
20507,a2,257318
20508,a6,257318
20509,a6,257319
20510,a11,257319
20511,a6,257322
20512,a13,257354
20513,a7,257369
20514,a14,257369
20515,a11,257369
20516,a7,257379
20517,a14,257379
20518,a11,257380
20519,a13,257409
20520,a13,257436
20521,a13,257441
20522,a13,257452
20523,a13,257476
20524,a7,257486
20525,a11,257487
20526,a13,257490
20527,a13,257516
20528,a13,257534
20529,a7,257546
20530,a11,257546
20531,a11,257546
20532,a13,257550
20533,a13,257563
20534,a5,257572
20535,a13,257572
20536,a13,257588
20537,a13,257594
20538,a13,257608
20539,a5,257611
20540,a13,257614
20541,a13,257619
20542,a13,257637
20543,a13,257652
20544,a13,257659
20545,a13,257665
20546,a13,257674
20547,a13,257683
20548,a13,257703
20549,a5,257706
20550,a13,257723
20551,a13,257728
20552,a13,257739
20553,a5,257748
20554,a13,257763
20555,a1,257771
20556,a14,257773
20557,a11,257773
20558,a1,257774
20559,a1,257776
20560,a14,257777
20561,a1,257778
20562,a13,257786
20563,a13,257799
20564,a13,257830
20565,a13,257902
20566,a0,258004
20567,a11,258004
20568,a5,258038
20569,a5,258053
20570,a7,258071
20571,a7,258072
20572,a11,258072
20573,a11,258072
20574,a7,258096
20575,a14,258097
20576,a11,258097
20577,a6,258107
20578,a11,258107
20579,a5,258110
20580,a6,258115
20581,a5,258127
20582,a15,258130
20583,a2,258146
20584,a2,258149
20585,a2,258154
20586,a2,258172
20587,a2,258175
20588,a5,258180
20589,a2,258180
20590,a5,258180
20591,a5,258185
20592,a2,258189
20593,a5,258196
20594,a5,258198
20595,a2,258202
20596,a5,258204
20597,a5,258204
20598,a2,258212
20599,a2,258214
20600,a5,258227
20601,a2,258228
20602,a2,258229
20603,a5,258231
20604,a5,258247
20605,a5,258251
20606,a7,258267
20607,a6,258267
20608,a11,258268
20609,a7,258268
20610,a2,258270
20611,a5,258270
20612,a5,258279
20613,a7,258287
20614,a11,258287
20615,a7,258294
20616,a11,258295
20617,a7,258295
20618,a11,258296
20619,a7,258297
20620,a6,258297
20621,a2,258308
20622,a2,258316
20623,a13,258331
20624,a13,258338
20625,a5,258340
20626,a7,258342
20627,a11,258342
20628,a13,258345
20629,a7,258366
20630,a6,258366
20631,a11,258367
20632,a5,258370
20633,a5,258402
20634,a5,258402
20635,a7,258406
20636,a11,258407
20637,a5,258424
20638,a5,258432
20639,a5,258438
20640,a13,258443
20641,a13,258449
20642,a5,258451
20643,a5,258455
20644,a5,258455
20645,a13,258456
20646,a5,258474
20647,a13,258510
20648,a13,258514
20649,a5,258516
20650,a13,258541
20651,a13,258561
20652,a7,258562
20653,a6,258562
20654,a11,258563
20655,a13,258576
20656,a7,258577
20657,a6,258577
20658,a11,258578
20659,a7,258592
20660,a6,258592
20661,a11,258592
20662,a11,258592
20663,a7,258612
20664,a6,258613
20665,a11,258613
20666,a13,258619
20667,a13,258625
20668,a13,258632
20669,a5,258637
20670,a5,258649
20671,a13,258672
20672,a13,258681
20673,a7,258708
20674,a11,258708
20675,a7,258734
20676,a6,258734
20677,a11,258734
20678,a11,258734
20679,a13,258746
20680,a13,258752
20681,a13,258779
20682,a13,258779
20683,a13,258783
20684,a6,258789
20685,a11,258789
20686,a13,258797
20687,a13,258812
20688,a13,258873
20689,a5,258927
20690,a13,258946
20691,a2,258959
20692,a2,258961
20693,a2,258963
20694,a2,258965
20695,a15,258971
20696,a6,258986
20697,a7,258986
20698,a11,258987
20699,a13,259017
20700,a13,259035
20701,a13,259042
20702,a13,259066
20703,a5,259075
20704,a13,259091
20705,a0,259094
20706,a11,259094
20707,a13,259095
20708,a5,259096
20709,a13,259104
20710,a13,259111
20711,a5,259114
20712,a7,259152
20713,a7,259152
20714,a6,259152
20715,a11,259153
20716,a11,259153
20717,a2,259155
20718,a2,259158
20719,a2,259159
20720,a2,259168
20721,a6,259171
20722,a2,259171
20723,a11,259172
20724,a13,259173
20725,a5,259176
20726,a2,259184
20727,a15,259184
20728,a2,259187
20729,a2,259192
20730,a5,259194
20731,a5,259194
20732,a2,259201
20733,a2,259205
20734,a2,259206
20735,a2,259212
20736,a2,259217
20737,a2,259234
20738,a2,259243
20739,a2,259255
20740,a5,259261
20741,a2,259267
20742,a2,259268
20743,a2,259286
20744,a2,259291
20745,a2,259305
20746,a5,259319
20747,a5,259362
20748,a7,259374
20749,a6,259374
20750,a11,259374
20751,a7,259376
20752,a6,259376
20753,a11,259376
20754,a8,259381
20755,a7,259381
20756,a6,259381
20757,a11,259382
20758,a7,259384
20759,a6,259385
20760,a11,259385
20761,a6,259386
20762,a7,259386
20763,a11,259387
20764,a8,259397
20765,a7,259397
20766,a6,259398
20767,a11,259398
20768,a7,259401
20769,a6,259401
20770,a11,259401
20771,a7,259409
20772,a14,259409
20773,a11,259410
20774,a2,259443
20775,a7,259456
20776,a14,259456
20777,a11,259456
20778,a11,259456
20779,a7,259514
20780,a7,259514
20781,a11,259515
20782,a11,259515
20783,a6,259528
20784,a11,259528
20785,a11,259528
20786,a2,259572
20787,a2,259573
20788,a5,259577
20789,a2,259579
20790,a2,259581
20791,a7,259586
20792,a7,259587
20793,a6,259587
20794,a11,259587
20795,a11,259587
20796,a6,259596
20797,a11,259597
20798,a13,259634
20799,a7,259691
20800,a6,259691
20801,a11,259692
20802,a7,259692
20803,a11,259692
20804,a5,259693
20805,a13,259708
20806,a7,259713
20807,a11,259714
20808,a7,259716
20809,a11,259716
20810,a5,259720
20811,a7,259728
20812,a6,259728
20813,a11,259729
20814,a11,259729
20815,a7,259731
20816,a8,259731
20817,a11,259732
20818,a6,259732
20819,a7,259736
20820,a6,259736
20821,a11,259737
20822,a5,259743
20823,a7,259747
20824,a6,259747
20825,a11,259748
20826,a13,259764
20827,a7,259780
20828,a6,259780
20829,a11,259781
20830,a11,259781
20831,a7,259784
20832,a11,259785
20833,a13,259808
20834,a13,259833
20835,a13,259837
20836,a13,259872
20837,a7,259928
20838,a6,259928
20839,a11,259928
20840,a7,259932
20841,a13,259977
20842,a7,259982
20843,a14,259983
20844,a14,259983
20845,a14,259983
20846,a11,259983
20847,a7,260003
20848,a6,260003
20849,a11,260003
20850,a7,260097
20851,a6,260097
20852,a11,260098
20853,a7,260139
20854,a14,260139
20855,a14,260139
20856,a11,260140
20857,a11,260140
20858,a13,260155
20859,a7,260187
20860,a11,260187
20861,a13,260199
20862,a6,260250
20863,a11,260251
20864,a5,260288
20865,a8,260319
20866,a7,260319
20867,a14,260319
20868,a11,260319
20869,a13,260325
20870,a5,260329
20871,a5,260330
20872,a13,260387
20873,a13,260409
20874,a7,260417
20875,a6,260417
20876,a11,260417
20877,a7,260426
20878,a6,260426
20879,a11,260427
20880,a7,260440
20881,a7,260444
20882,a11,260445
20883,a7,260461
20884,a7,260461
20885,a11,260461
20886,a13,260463
20887,a7,260467
20888,a7,260467
20889,a7,260467
20890,a6,260468
20891,a11,260468
20892,a11,260468
20893,a11,260468
20894,a11,260468
20895,a13,260472
20896,a7,260473
20897,a6,260473
20898,a6,260473
20899,a11,260473
20900,a11,260473
20901,a7,260475
20902,a6,260475
20903,a11,260476
20904,a11,260476
20905,a13,260481
20906,a5,260519
20907,a13,260603
20908,a13,260614
20909,a13,260670
20910,a5,260718
20911,a7,260787
20912,a11,260787
20913,a15,260804
20914,a2,260829
20915,a5,260913
20916,a5,260925
20917,a1,260934
20918,a5,260935
20919,a5,260935
20920,a14,260935
20921,a14,260935
20922,a1,260935
20923,a1,260935
20924,a14,260935
20925,a11,260935
20926,a11,260935
20927,a11,260935
20928,a11,260935
20929,a7,260956
20930,a7,260956
20931,a6,260957
20932,a11,260957
20933,a2,261008
20934,a1,261010
20935,a2,261011
20936,a6,261012
20937,a1,261013
20938,a1,261016
20939,a1,261020
20940,a5,261023
20941,a5,261052
20942,a13,261098
20943,a7,261112
20944,a6,261112
20945,a11,261113
20946,a11,261113
20947,a7,261139
20948,a11,261140
20949,a13,261200
20950,a3,261326
20951,a13,261327
20952,a13,261345
20953,a13,261368
20954,a7,261387
20955,a6,261387
20956,a11,261387
20957,a11,261387
20958,a13,261444
20959,a7,261477
20960,a6,261477
20961,a11,261477
20962,a7,261486
20963,a6,261486
20964,a11,261487
20965,a13,261507
20966,a13,261545
20967,a13,261599
20968,a13,261630
20969,a7,261744
20970,a6,261744
20971,a11,261745
20972,a5,261788
20973,a5,261788
20974,a13,261835
20975,a13,261848
20976,a7,261869
20977,a6,261870
20978,a11,261870
20979,a7,261877
20980,a7,261877
20981,a7,261877
20982,a6,261877
20983,a11,261877
20984,a11,261877
20985,a11,261877
20986,a11,261877
20987,a7,261878
20988,a14,261878
20989,a8,261878
20990,a7,261878
20991,a11,261879
20992,a6,261879
20993,a11,261879
20994,a13,261879
20995,a7,261897
20996,a6,261897
20997,a6,261897
20998,a11,261897
20999,a7,261900
21000,a6,261900
21001,a11,261900
21002,a11,261900
21003,a13,261902
21004,a13,261913
21005,a8,261922
21006,a7,261922
21007,a8,261922
21008,a7,261922
21009,a6,261922
21010,a14,261922
21011,a14,261922
21012,a14,261923
21013,a11,261923
21014,a11,261923
21015,a14,261923
21016,a11,261923
21017,a14,261923
21018,a7,261961
21019,a14,261961
21020,a11,261962
21021,a13,261968
21022,a13,261975
21023,a7,261987
21024,a11,261987
21025,a6,262071
21026,a6,262071
21027,a7,262138
21028,a8,262138
21029,a6,262139
21030,a11,262139
21031,a2,262325
21032,a15,262327
21033,a0,262347
21034,a11,262347
21035,a7,262376
21036,a6,262376
21037,a11,262377
21038,a11,262377
21039,a7,262399
21040,a7,262399
21041,a11,262400
21042,a5,262421
21043,a0,262467
21044,a5,262469
21045,a5,262495
21046,a7,262566
21047,a11,262566
21048,a13,262612
21049,a7,262625
21050,a11,262625
21051,a11,262625
21052,a13,262650
21053,a13,262668
21054,a13,262675
21055,a7,262747
21056,a6,262747
21057,a11,262748
21058,a13,262762
21059,a13,262766
21060,a13,262853
21061,a13,263017
21062,a13,263089
21063,a13,263100
21064,a13,263162
21065,a7,263163
21066,a6,263164
21067,a6,263164
21068,a11,263164
21069,a8,263166
21070,a7,263166
21071,a14,263166
21072,a11,263166
21073,a5,263207
21074,a5,263262
21075,a13,263280
21076,a5,263315
21077,a13,263318
21078,a5,263338
21079,a7,263338
21080,a13,263338
21081,a6,263338
21082,a11,263339
21083,a7,263340
21084,a7,263340
21085,a6,263340
21086,a11,263341
21087,a7,263357
21088,a7,263357
21089,a11,263357
21090,a11,263357
21091,a13,263370
21092,a5,263384
21093,a13,263389
21094,a13,263390
21095,a13,263410
21096,a13,263425
21097,a5,263426
21098,a13,263454
21099,a5,263471
21100,a7,263487
21101,a11,263487
21102,a13,263497
21103,a13,263501
21104,a13,263532
21105,a13,263606
21106,a5,263749
21107,a5,263815
21108,a7,263842
21109,a7,263842
21110,a11,263842
21111,a7,263894
21112,a14,263894
21113,a11,263895
21114,a7,263945
21115,a11,263946
21116,a8,263992
21117,a7,263992
21118,a11,263993
21119,a13,264031
21120,a7,264032
21121,a14,264032
21122,a11,264033
21123,a11,264033
21124,a13,264044
21125,a7,264087
21126,a6,264087
21127,a11,264088
21128,a7,264120
21129,a11,264121
21130,a13,264134
21131,a13,264205
21132,a7,264215
21133,a6,264216
21134,a11,264216
21135,a13,264223
21136,a13,264234
21137,a13,264241
21138,a13,264263
